champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_lane kill rate,counter_lane kill rate,champ_kill participation,counter_kill participation,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate
Lux,Rakan,99,497,2.59,2.66,0.5484,0.4516,0.466,0.387,0.5124,0.4876,0.4834,0.5,0.041,0.028,0.0037,0.0017
Taric,Lux,44,99,2.77,2.48,0.5132,0.4868,0.383,0.477,0.5214,0.4786,0.4856,0.4834,0.0077,0.041,0.0006,0.0037
Seraphine,Vel'Koz,147,161,2.4,2.24,0.407,0.593,0.405,0.408,0.4486,0.5514,0.4769,0.4896,0.0209,0.0151,0.0064,0.0012
Veigar,Leona,45,89,2.37,2.28,0.4712,0.5288,0.463,0.382,0.5179,0.4821,0.5082,0.5252,0.006,0.1396,0.0007,0.3998
Janna,Galio,40,3,2.95,2.32,0.519,0.481,0.434,0.417,0.4879,0.5121,0.5141,0.4798,0.0272,0.0372,0.0017,0.0388
Sett,Anivia,875,34,1.77,2.55,0.4762,0.5238,0.386,0.443,0.4467,0.5533,0.4539,0.5007,0.0402,0.0066,0.104,0.0462
Soraka,Veigar,16,45,2.74,2.24,0.4898,0.5102,0.323,0.412,0.4957,0.5043,0.4954,0.5082,0.0255,0.006,0.0011,0.0007
Karma,Soraka,43,16,2.79,2.72,0.5861,0.4139,0.399,0.27,0.4907,0.5093,0.4778,0.4954,0.0668,0.0255,0.007,0.0011
Senna,Zyra,235,143,2.68,2.23,0.454,0.546,0.481,0.436,0.4661,0.5339,0.5275,0.5229,0.1282,0.0265,0.2869,0.0031
Brand,Sett,63,875,2.0,1.88,0.4755,0.5245,0.47,0.408,0.5403,0.4597,0.4843,0.4539,0.0165,0.0402,0.0016,0.104
Zac,Vel'Koz,154,161,2.62,2.1,0.5506,0.4494,0.458,0.433,0.5769,0.4231,0.5024,0.4896,0.0087,0.0151,0.0074,0.0012
Zyra,Veigar,143,45,2.11,2.05,0.534,0.466,0.42,0.389,0.5216,0.4784,0.5229,0.5082,0.0265,0.006,0.0031,0.0007
Xerath,Rakan,101,497,2.43,2.76,0.5014,0.4986,0.453,0.387,0.4982,0.5018,0.4949,0.5,0.0765,0.028,0.0488,0.0017
Neeko,Braum,518,201,2.31,2.53,0.5214,0.4786,0.461,0.432,0.5065,0.4935,0.483,0.4892,0.0063,0.0151,0.0021,0.0007
Zilean,Braum,26,201,3.45,2.64,0.4555,0.5445,0.468,0.344,0.4958,0.5042,0.5211,0.4892,0.0313,0.0151,0.0063,0.0007
Soraka,Neeko,16,518,2.66,1.95,0.4868,0.5132,0.284,0.4,0.5156,0.4844,0.4954,0.483,0.0255,0.0063,0.0011,0.0021
Senna,Thresh,235,412,2.83,2.65,0.4592,0.5408,0.524,0.431,0.5201,0.4799,0.5275,0.5061,0.1282,0.2263,0.2869,0.2708
Leona,Zac,89,154,2.47,2.88,0.4969,0.5031,0.422,0.492,0.4834,0.5166,0.5252,0.5024,0.1396,0.0087,0.3998,0.0074
Zyra,Anivia,143,34,2.04,2.06,0.4523,0.5477,0.43,0.414,0.5159,0.4841,0.5229,0.5007,0.0265,0.0066,0.0031,0.0462
Swain,Leona,50,89,2.38,2.44,0.4671,0.5329,0.505,0.418,0.508,0.492,0.4792,0.5252,0.0193,0.1396,0.0096,0.3998
Gragas,Janna,79,40,2.08,3.12,0.5789,0.4211,0.382,0.425,0.4309,0.5691,0.5053,0.5141,0.0145,0.0272,0.0033,0.0017
Galio,Nami,3,267,2.45,3.11,0.4777,0.5223,0.439,0.422,0.4966,0.5034,0.4798,0.4874,0.0372,0.0147,0.0388,0.001
Galio,Lux,3,99,2.27,2.65,0.4619,0.5381,0.422,0.476,0.4706,0.5294,0.4798,0.4834,0.0372,0.041,0.0388,0.0037
Lux,Galio,99,3,2.65,2.27,0.5381,0.4619,0.476,0.422,0.5294,0.4706,0.4834,0.4798,0.041,0.0372,0.0037,0.0388
Janna,Rell,40,526,3.16,2.02,0.5226,0.4774,0.46,0.347,0.5272,0.4728,0.5141,0.4836,0.0272,0.0364,0.0017,0.0666
Karma,Swain,43,50,2.72,2.14,0.5089,0.4911,0.433,0.454,0.5221,0.4779,0.4778,0.4792,0.0668,0.0193,0.007,0.0096
Shaco,Maokai,35,57,2.72,2.05,0.5238,0.4762,0.465,0.39,0.5174,0.4826,0.5025,0.5238,0.0249,0.0516,0.2796,0.0109
Pantheon,Sona,80,37,2.12,2.63,0.5707,0.4293,0.454,0.478,0.4922,0.5078,0.475,0.4996,0.0303,0.0077,0.1074,0.0003
Vel'Koz,Brand,161,63,2.28,1.62,0.5945,0.4055,0.423,0.381,0.5037,0.4963,0.4896,0.4843,0.0151,0.0165,0.0012,0.0016
Poppy,Thresh,78,412,2.34,2.71,0.5006,0.4994,0.439,0.439,0.5025,0.4975,0.4897,0.5061,0.0078,0.2263,0.0385,0.2708
Bard,Nautilus,432,111,2.8,2.36,0.3848,0.6152,0.476,0.409,0.5023,0.4977,0.5076,0.5034,0.031,0.1122,0.0016,0.0565
Maokai,Sett,57,875,2.52,1.99,0.4582,0.5418,0.44,0.434,0.576,0.424,0.5238,0.4539,0.0516,0.0402,0.0109,0.104
Brand,Poppy,63,78,1.96,2.22,0.458,0.542,0.467,0.399,0.513,0.487,0.4843,0.4897,0.0165,0.0078,0.0016,0.0385
Senna,Shaco,235,35,2.81,2.63,0.5051,0.4949,0.49,0.45,0.5235,0.4765,0.5275,0.5025,0.1282,0.0249,0.2869,0.2796
Rell,Maokai,526,57,2.29,2.43,0.4912,0.5088,0.394,0.454,0.4683,0.5317,0.4836,0.5238,0.0364,0.0516,0.0666,0.0109
Bard,Shen,432,98,2.79,2.94,0.4167,0.5833,0.483,0.451,0.4797,0.5203,0.5076,0.4798,0.031,0.0091,0.0016,0.1132
Pyke,Sona,555,37,2.41,2.42,0.6064,0.3936,0.451,0.497,0.5489,0.4511,0.4923,0.4996,0.0666,0.0077,0.0406,0.0003
Taric,Soraka,44,16,2.64,3.65,0.5,0.5,0.335,0.35,0.4087,0.5913,0.4856,0.4954,0.0077,0.0255,0.0006,0.0011
Alistar,Neeko,12,518,2.5,2.26,0.4885,0.5115,0.407,0.436,0.4931,0.5069,0.5015,0.483,0.1226,0.0063,0.0699,0.0021
Sona,Rell,37,526,2.94,2.21,0.4451,0.5549,0.511,0.41,0.533,0.467,0.4996,0.4836,0.0077,0.0364,0.0003,0.0666
Poppy,Lux,78,99,2.26,2.42,0.5118,0.4882,0.423,0.449,0.4613,0.5387,0.4897,0.4834,0.0078,0.041,0.0385,0.0037
Pyke,Maokai,555,57,2.15,2.24,0.5325,0.4675,0.462,0.435,0.4361,0.5639,0.4923,0.5238,0.0666,0.0516,0.0406,0.0109
Zac,Karma,154,43,2.67,2.58,0.5533,0.4467,0.444,0.437,0.5217,0.4783,0.5024,0.4778,0.0087,0.0668,0.0074,0.007
Seraphine,Yuumi,147,350,2.31,4.65,0.3442,0.6558,0.398,0.451,0.4566,0.5434,0.4769,0.4703,0.0209,0.0658,0.0064,0.0199
Lux,Rell,99,526,2.62,2.07,0.4928,0.5072,0.485,0.379,0.502,0.498,0.4834,0.4836,0.041,0.0364,0.0037,0.0666
Pantheon,Yuumi,80,350,2.14,4.17,0.4762,0.5238,0.471,0.466,0.5159,0.4841,0.475,0.4703,0.0303,0.0658,0.1074,0.0199
Leona,Zyra,89,143,2.45,2.04,0.5825,0.4175,0.398,0.444,0.5099,0.4901,0.5252,0.5229,0.1396,0.0265,0.3998,0.0031
Thresh,Rakan,412,497,2.69,2.88,0.5112,0.4888,0.421,0.394,0.486,0.514,0.5061,0.5,0.2263,0.028,0.2708,0.0017
Maokai,Anivia,57,34,2.18,2.33,0.4369,0.5631,0.429,0.447,0.5266,0.4734,0.5238,0.5007,0.0516,0.0066,0.0109,0.0462
Pyke,Taric,555,44,2.46,2.59,0.5809,0.4191,0.468,0.406,0.4877,0.5123,0.4923,0.4856,0.0666,0.0077,0.0406,0.0006
Vel'Koz,Seraphine,161,147,2.24,2.4,0.593,0.407,0.408,0.405,0.5514,0.4486,0.4896,0.4769,0.0151,0.0209,0.0012,0.0064
Maokai,Gragas,57,79,2.43,2.26,0.488,0.512,0.439,0.421,0.548,0.452,0.5238,0.5053,0.0516,0.0145,0.0109,0.0033
Shen,Pantheon,98,80,2.97,2.04,0.5191,0.4809,0.519,0.477,0.5299,0.4701,0.4798,0.475,0.0091,0.0303,0.1132,0.1074
Sona,Lulu,37,117,2.91,3.15,0.4566,0.5434,0.449,0.378,0.5206,0.4794,0.4996,0.5068,0.0077,0.1701,0.0003,0.1765
Rell,Leona,526,89,2.19,2.78,0.4168,0.5832,0.41,0.44,0.458,0.542,0.4836,0.5252,0.0364,0.1396,0.0666,0.3998
Zyra,Janna,143,40,2.13,2.65,0.5656,0.4344,0.423,0.373,0.4929,0.5071,0.5229,0.5141,0.0265,0.0272,0.0031,0.0017
Karma,Janna,43,40,2.69,2.84,0.5595,0.4405,0.41,0.382,0.5,0.5,0.4778,0.5141,0.0668,0.0272,0.007,0.0017
Zac,Galio,154,3,2.94,2.47,0.5641,0.4359,0.46,0.475,0.5078,0.4922,0.5024,0.4798,0.0087,0.0372,0.0074,0.0388
Sett,Brand,875,63,1.88,2.0,0.5245,0.4755,0.408,0.47,0.4597,0.5403,0.4539,0.4843,0.0402,0.0165,0.104,0.0016
Nami,Zyra,267,143,2.79,2.17,0.4892,0.5108,0.427,0.426,0.4298,0.5702,0.4874,0.5229,0.0147,0.0265,0.001,0.0031
Poppy,Soraka,78,16,2.38,2.81,0.5155,0.4845,0.44,0.335,0.4818,0.5182,0.4897,0.4954,0.0078,0.0255,0.0385,0.0011
Seraphine,Thresh,147,412,2.48,2.65,0.4608,0.5392,0.432,0.409,0.4743,0.5257,0.4769,0.5061,0.0209,0.2263,0.0064,0.2708
Shen,Rell,98,526,2.8,2.5,0.5283,0.4717,0.483,0.432,0.4487,0.5513,0.4798,0.4836,0.0091,0.0364,0.1132,0.0666
Braum,Rell,201,526,2.92,2.34,0.5237,0.4763,0.394,0.403,0.4948,0.5052,0.4892,0.4836,0.0151,0.0364,0.0007,0.0666
Thresh,Gragas,412,79,2.65,2.33,0.5108,0.4892,0.427,0.413,0.5031,0.4969,0.5061,0.5053,0.2263,0.0145,0.2708,0.0033
Thresh,Pantheon,412,80,2.75,1.95,0.5024,0.4976,0.453,0.466,0.5362,0.4638,0.5061,0.475,0.2263,0.0303,0.2708,0.1074
Veigar,Thresh,45,412,2.18,2.54,0.4817,0.5183,0.452,0.408,0.4913,0.5087,0.5082,0.5061,0.006,0.2263,0.0007,0.2708
Karma,Galio,43,3,2.78,2.42,0.5399,0.4601,0.452,0.442,0.4811,0.5189,0.4778,0.4798,0.0668,0.0372,0.007,0.0388
Lulu,Bard,117,432,3.01,2.9,0.5612,0.4388,0.388,0.45,0.499,0.501,0.5068,0.5076,0.1701,0.031,0.1765,0.0016
Shen,Lux,98,99,2.82,2.45,0.5286,0.4714,0.454,0.473,0.4985,0.5015,0.4798,0.4834,0.0091,0.041,0.1132,0.0037
Shaco,Pyke,35,555,2.56,1.97,0.4937,0.5063,0.457,0.426,0.5395,0.4605,0.5025,0.4923,0.0249,0.0666,0.2796,0.0406
Vel'Koz,Xerath,161,101,1.83,2.43,0.4493,0.5507,0.388,0.429,0.4616,0.5384,0.4896,0.4949,0.0151,0.0765,0.0012,0.0488
Leona,Sona,89,37,2.74,2.57,0.6313,0.3687,0.4,0.467,0.5483,0.4517,0.5252,0.4996,0.1396,0.0077,0.3998,0.0003
Veigar,Nautilus,45,111,2.17,2.46,0.3968,0.6032,0.453,0.409,0.4845,0.5155,0.5082,0.5034,0.006,0.1122,0.0007,0.0565
Taric,Pantheon,44,80,3.05,1.86,0.4805,0.5195,0.432,0.446,0.555,0.445,0.4856,0.475,0.0077,0.0303,0.0006,0.1074
Lulu,Seraphine,117,147,3.11,2.55,0.5371,0.4629,0.371,0.401,0.5139,0.4861,0.5068,0.4769,0.1701,0.0209,0.1765,0.0064
Zilean,Karma,26,43,3.14,2.62,0.4465,0.5535,0.415,0.39,0.5214,0.4786,0.5211,0.4778,0.0313,0.0668,0.0063,0.007
Maokai,Neeko,57,518,2.08,2.09,0.418,0.582,0.418,0.427,0.507,0.493,0.5238,0.483,0.0516,0.0063,0.0109,0.0021
Sett,Gragas,875,79,2.0,2.6,0.4748,0.5252,0.437,0.457,0.4723,0.5277,0.4539,0.5053,0.0402,0.0145,0.104,0.0033
Morgana,Rakan,25,497,2.75,2.56,0.5969,0.4031,0.459,0.379,0.5255,0.4745,0.493,0.5,0.0487,0.028,0.4907,0.0017
Neeko,Vel'Koz,518,161,1.56,2.19,0.4918,0.5082,0.344,0.44,0.4426,0.5574,0.483,0.4896,0.0063,0.0151,0.0021,0.0012
Thresh,Bard,412,432,2.63,2.7,0.5606,0.4394,0.412,0.459,0.5002,0.4998,0.5061,0.5076,0.2263,0.031,0.2708,0.0016
Vel'Koz,Sona,161,37,2.35,2.99,0.6273,0.3727,0.419,0.45,0.4316,0.5684,0.4896,0.4996,0.0151,0.0077,0.0012,0.0003
Vel'Koz,Alistar,161,12,2.43,2.21,0.5858,0.4142,0.464,0.378,0.5288,0.4712,0.4896,0.5015,0.0151,0.1226,0.0012,0.0699
Sona,Xerath,37,101,2.57,2.63,0.3751,0.6249,0.426,0.442,0.4845,0.5155,0.4996,0.4949,0.0077,0.0765,0.0003,0.0488
Lulu,Braum,117,201,3.15,2.8,0.5341,0.4659,0.401,0.366,0.5106,0.4894,0.5068,0.4892,0.1701,0.0151,0.1765,0.0007
Leona,Sett,89,875,2.75,1.97,0.5326,0.4674,0.434,0.447,0.57,0.43,0.5252,0.4539,0.1396,0.0402,0.3998,0.104
Shen,Xerath,98,101,2.73,2.58,0.5057,0.4943,0.451,0.474,0.4821,0.5179,0.4798,0.4949,0.0091,0.0765,0.1132,0.0488
Thresh,Yuumi,412,350,2.85,3.78,0.4747,0.5253,0.431,0.445,0.5463,0.4537,0.5061,0.4703,0.2263,0.0658,0.2708,0.0199
Gragas,Nautilus,79,111,2.44,2.43,0.4459,0.5541,0.437,0.428,0.5022,0.4978,0.5053,0.5034,0.0145,0.1122,0.0033,0.0565
Brand,Maokai,63,57,1.78,2.27,0.4665,0.5335,0.43,0.42,0.4865,0.5135,0.4843,0.5238,0.0165,0.0516,0.0016,0.0109
Taric,Alistar,44,12,2.84,2.78,0.5163,0.4837,0.396,0.393,0.4727,0.5273,0.4856,0.5015,0.0077,0.1226,0.0006,0.0699
Bard,Lux,432,99,2.65,2.42,0.446,0.554,0.445,0.452,0.4893,0.5107,0.5076,0.4834,0.031,0.041,0.0016,0.0037
Veigar,Brand,45,63,2.0,1.81,0.5142,0.4858,0.431,0.43,0.4585,0.5415,0.5082,0.4843,0.006,0.0165,0.0007,0.0016
Pantheon,Zilean,80,26,1.93,3.04,0.5771,0.4229,0.43,0.461,0.4823,0.5177,0.475,0.5211,0.0303,0.0313,0.1074,0.0063
Swain,Karma,50,43,2.14,2.72,0.4911,0.5089,0.454,0.433,0.4779,0.5221,0.4792,0.4778,0.0193,0.0668,0.0096,0.007
Thresh,Blitzcrank,412,53,2.46,2.48,0.4501,0.5499,0.426,0.413,0.485,0.515,0.5061,0.5082,0.2263,0.1009,0.2708,0.1231
Galio,Pyke,3,555,2.13,2.38,0.3816,0.6184,0.446,0.48,0.4844,0.5156,0.4798,0.4923,0.0372,0.0666,0.0388,0.0406
Shaco,Galio,35,3,2.91,2.29,0.492,0.508,0.481,0.427,0.5501,0.4499,0.5025,0.4798,0.0249,0.0372,0.2796,0.0388
Thresh,Sett,412,875,2.78,2.04,0.4726,0.5274,0.452,0.438,0.5348,0.4652,0.5061,0.4539,0.2263,0.0402,0.2708,0.104
Vel'Koz,Bard,161,432,2.29,2.59,0.5958,0.4042,0.428,0.418,0.551,0.449,0.4896,0.5076,0.0151,0.031,0.0012,0.0016
Maokai,Janna,57,40,2.19,2.88,0.5464,0.4536,0.401,0.432,0.515,0.485,0.5238,0.5141,0.0516,0.0272,0.0109,0.0017
Soraka,Blitzcrank,16,53,2.52,2.67,0.3728,0.6272,0.302,0.39,0.4682,0.5318,0.4954,0.5082,0.0255,0.1009,0.0011,0.1231
Rell,Shen,526,98,2.5,2.8,0.4717,0.5283,0.432,0.483,0.5513,0.4487,0.4836,0.4798,0.0364,0.0091,0.0666,0.1132
Sona,Shaco,37,35,2.79,2.6,0.4973,0.5027,0.446,0.432,0.5203,0.4797,0.4996,0.5025,0.0077,0.0249,0.0003,0.2796
Alistar,Veigar,12,45,2.34,2.46,0.4843,0.5157,0.375,0.477,0.4669,0.5331,0.5015,0.5082,0.1226,0.006,0.0699,0.0007
Senna,Poppy,235,78,2.95,2.34,0.4257,0.5743,0.524,0.434,0.5549,0.4451,0.5275,0.4897,0.1282,0.0078,0.2869,0.0385
Alistar,Leona,12,89,2.57,2.58,0.45,0.55,0.421,0.41,0.491,0.509,0.5015,0.5252,0.1226,0.1396,0.0699,0.3998
Pantheon,Shaco,80,35,1.79,2.79,0.4997,0.5003,0.428,0.472,0.4565,0.5435,0.475,0.5025,0.0303,0.0249,0.1074,0.2796
Karma,Thresh,43,412,2.56,2.64,0.4858,0.5142,0.421,0.406,0.4699,0.5301,0.4778,0.5061,0.0668,0.2263,0.007,0.2708
Soraka,Sona,16,37,2.85,2.86,0.4936,0.5064,0.286,0.449,0.5194,0.4806,0.4954,0.4996,0.0255,0.0077,0.0011,0.0003
Nautilus,Janna,111,40,2.48,2.76,0.6145,0.3855,0.4,0.418,0.5294,0.4706,0.5034,0.5141,0.1122,0.0272,0.0565,0.0017
Alistar,Pantheon,12,80,2.91,1.97,0.5193,0.4807,0.45,0.474,0.5669,0.4331,0.5015,0.475,0.1226,0.0303,0.0699,0.1074
Anivia,Seraphine,34,147,2.19,2.56,0.5894,0.4106,0.414,0.437,0.4828,0.5172,0.5007,0.4769,0.0066,0.0209,0.0462,0.0064
Zac,Zyra,154,143,2.6,2.07,0.548,0.452,0.44,0.458,0.4728,0.5272,0.5024,0.5229,0.0087,0.0265,0.0074,0.0031
Pyke,Swain,555,50,2.18,2.12,0.5655,0.4345,0.455,0.48,0.5106,0.4894,0.4923,0.4792,0.0666,0.0193,0.0406,0.0096
Lulu,Brand,117,63,3.05,1.87,0.5215,0.4785,0.369,0.421,0.4861,0.5139,0.5068,0.4843,0.1701,0.0165,0.1765,0.0016
Alistar,Blitzcrank,12,53,2.51,2.54,0.4232,0.5768,0.412,0.416,0.5116,0.4884,0.5015,0.5082,0.1226,0.1009,0.0699,0.1231
Rakan,Karma,497,43,2.98,2.76,0.5156,0.4844,0.393,0.411,0.5135,0.4865,0.5,0.4778,0.028,0.0668,0.0017,0.007
Pantheon,Morgana,80,25,1.95,2.49,0.5293,0.4707,0.443,0.454,0.4971,0.5029,0.475,0.493,0.0303,0.0487,0.1074,0.4907
Alistar,Rell,12,526,2.91,2.2,0.5267,0.4733,0.447,0.386,0.5352,0.4648,0.5015,0.4836,0.1226,0.0364,0.0699,0.0666
Sett,Blitzcrank,875,53,2.01,2.61,0.4735,0.5265,0.439,0.431,0.4812,0.5188,0.4539,0.5082,0.0402,0.1009,0.104,0.1231
Blitzcrank,Shen,53,98,2.57,2.75,0.5181,0.4819,0.419,0.478,0.5093,0.4907,0.5082,0.4798,0.1009,0.0091,0.1231,0.1132
Lux,Thresh,99,412,2.42,2.47,0.491,0.509,0.471,0.412,0.4921,0.5079,0.4834,0.5061,0.041,0.2263,0.0037,0.2708
Rakan,Brand,497,63,2.8,1.9,0.4891,0.5109,0.404,0.453,0.5046,0.4954,0.5,0.4843,0.028,0.0165,0.0017,0.0016
Shaco,Brand,35,63,2.51,1.7,0.5059,0.4941,0.431,0.407,0.5307,0.4693,0.5025,0.4843,0.0249,0.0165,0.2796,0.0016
Nautilus,Veigar,111,45,2.46,2.17,0.6032,0.3968,0.409,0.453,0.5155,0.4845,0.5034,0.5082,0.1122,0.006,0.0565,0.0007
Seraphine,Zac,147,154,2.32,3.0,0.4104,0.5896,0.431,0.463,0.4423,0.5577,0.4769,0.5024,0.0209,0.0087,0.0064,0.0074
Rell,Karma,526,43,2.14,2.75,0.4614,0.5386,0.37,0.458,0.5159,0.4841,0.4836,0.4778,0.0364,0.0668,0.0666,0.007
Rakan,Galio,497,3,2.69,2.66,0.505,0.495,0.419,0.454,0.4601,0.5399,0.5,0.4798,0.028,0.0372,0.0017,0.0388
Shen,Rakan,98,497,2.63,3.12,0.4693,0.5307,0.479,0.43,0.4734,0.5266,0.4798,0.5,0.0091,0.028,0.1132,0.0017
Neeko,Alistar,518,12,2.26,2.5,0.5115,0.4885,0.436,0.407,0.5069,0.4931,0.483,0.5015,0.0063,0.1226,0.0021,0.0699
Zyra,Karma,143,43,2.2,2.43,0.5209,0.4791,0.422,0.391,0.5597,0.4403,0.5229,0.4778,0.0265,0.0668,0.0031,0.007
Vel'Koz,Gragas,161,79,2.39,2.09,0.5714,0.4286,0.455,0.367,0.5368,0.4632,0.4896,0.5053,0.0151,0.0145,0.0012,0.0033
Zilean,Brand,26,63,3.07,1.79,0.5462,0.4538,0.442,0.399,0.4573,0.5427,0.5211,0.4843,0.0313,0.0165,0.0063,0.0016
Brand,Braum,63,201,1.92,2.69,0.4935,0.5065,0.466,0.381,0.4912,0.5088,0.4843,0.4892,0.0165,0.0151,0.0016,0.0007
Braum,Karma,201,43,3.0,2.57,0.512,0.488,0.392,0.434,0.527,0.473,0.4892,0.4778,0.0151,0.0668,0.0007,0.007
Rakan,Anivia,497,34,2.9,2.47,0.4667,0.5333,0.437,0.451,0.3958,0.6042,0.5,0.5007,0.028,0.0066,0.0017,0.0462
Lulu,Shaco,117,35,3.03,2.54,0.5555,0.4445,0.379,0.434,0.5098,0.4902,0.5068,0.5025,0.1701,0.0249,0.1765,0.2796
Zyra,Senna,143,235,2.23,2.68,0.546,0.454,0.436,0.481,0.5339,0.4661,0.5229,0.5275,0.0265,0.1282,0.0031,0.2869
Blitzcrank,Morgana,53,25,2.36,2.33,0.5403,0.4597,0.394,0.434,0.5162,0.4838,0.5082,0.493,0.1009,0.0487,0.1231,0.4907
Nami,Braum,267,201,2.73,3.19,0.408,0.592,0.432,0.418,0.4286,0.5714,0.4874,0.4892,0.0147,0.0151,0.001,0.0007
Brand,Leona,63,89,1.88,2.41,0.421,0.579,0.461,0.398,0.4947,0.5053,0.4843,0.5252,0.0165,0.1396,0.0016,0.3998
Shen,Shaco,98,35,2.88,2.82,0.5657,0.4343,0.456,0.466,0.4964,0.5036,0.4798,0.5025,0.0091,0.0249,0.1132,0.2796
Zyra,Alistar,143,12,2.17,2.51,0.4751,0.5249,0.451,0.41,0.5239,0.4761,0.5229,0.5015,0.0265,0.1226,0.0031,0.0699
Leona,Alistar,89,12,2.58,2.57,0.55,0.45,0.41,0.421,0.509,0.491,0.5252,0.5015,0.1396,0.1226,0.3998,0.0699
Neeko,Pyke,518,555,1.77,2.16,0.4391,0.5609,0.397,0.448,0.5,0.5,0.483,0.4923,0.0063,0.0666,0.0021,0.0406
Vel'Koz,Nautilus,161,111,2.24,2.23,0.4898,0.5102,0.454,0.398,0.4797,0.5203,0.4896,0.5034,0.0151,0.1122,0.0012,0.0565
Blitzcrank,Senna,53,235,2.54,2.71,0.6011,0.3989,0.41,0.516,0.4922,0.5078,0.5082,0.5275,0.1009,0.1282,0.1231,0.2869
Pyke,Poppy,555,78,2.06,2.29,0.4809,0.5191,0.459,0.454,0.4823,0.5177,0.4923,0.4897,0.0666,0.0078,0.0406,0.0385
Poppy,Nami,78,267,2.14,3.75,0.4522,0.5478,0.446,0.493,0.3733,0.6267,0.4897,0.4874,0.0078,0.0147,0.0385,0.001
Thresh,Alistar,412,12,2.71,2.56,0.5187,0.4813,0.433,0.406,0.4859,0.5141,0.5061,0.5015,0.2263,0.1226,0.2708,0.0699
Shen,Blitzcrank,98,53,2.75,2.57,0.4819,0.5181,0.478,0.419,0.4907,0.5093,0.4798,0.5082,0.0091,0.1009,0.1132,0.1231
Seraphine,Shen,147,98,2.53,2.86,0.4583,0.5417,0.434,0.45,0.4535,0.5465,0.4769,0.4798,0.0209,0.0091,0.0064,0.1132
Gragas,Lulu,79,117,2.37,3.02,0.473,0.527,0.381,0.39,0.4956,0.5044,0.5053,0.5068,0.0145,0.1701,0.0033,0.1765
Soraka,Poppy,16,78,2.81,2.38,0.4845,0.5155,0.335,0.44,0.5182,0.4818,0.4954,0.4897,0.0255,0.0078,0.0011,0.0385
Alistar,Morgana,12,25,2.33,2.7,0.4285,0.5715,0.381,0.472,0.486,0.514,0.5015,0.493,0.1226,0.0487,0.0699,0.4907
Taric,Thresh,44,412,2.72,2.73,0.5025,0.4975,0.357,0.397,0.4986,0.5014,0.4856,0.5061,0.0077,0.2263,0.0006,0.2708
Vel'Koz,Morgana,161,25,2.17,2.3,0.5075,0.4925,0.427,0.409,0.5105,0.4895,0.4896,0.493,0.0151,0.0487,0.0012,0.4907
Swain,Xerath,50,101,1.89,2.64,0.4343,0.5657,0.43,0.471,0.4547,0.5453,0.4792,0.4949,0.0193,0.0765,0.0096,0.0488
Anivia,Janna,34,40,2.24,2.86,0.5575,0.4425,0.383,0.449,0.5158,0.4842,0.5007,0.5141,0.0066,0.0272,0.0462,0.0017
Taric,Nautilus,44,111,2.88,2.39,0.4809,0.5191,0.411,0.404,0.5332,0.4668,0.4856,0.5034,0.0077,0.1122,0.0006,0.0565
Lux,Senna,99,235,2.57,2.67,0.5525,0.4475,0.465,0.483,0.4894,0.5106,0.4834,0.5275,0.041,0.1282,0.0037,0.2869
Zac,Xerath,154,101,2.9,2.2,0.593,0.407,0.46,0.456,0.5343,0.4657,0.5024,0.4949,0.0087,0.0765,0.0074,0.0488
Seraphine,Maokai,147,57,2.37,2.42,0.4511,0.5489,0.422,0.415,0.4495,0.5505,0.4769,0.5238,0.0209,0.0516,0.0064,0.0109
Galio,Leona,3,89,2.41,2.52,0.4591,0.5409,0.469,0.414,0.4823,0.5177,0.4798,0.5252,0.0372,0.1396,0.0388,0.3998
Gragas,Rakan,79,497,2.54,2.99,0.5069,0.4931,0.428,0.405,0.4944,0.5056,0.5053,0.5,0.0145,0.028,0.0033,0.0017
Neeko,Janna,518,40,1.89,2.78,0.4867,0.5133,0.389,0.479,0.5,0.5,0.483,0.5141,0.0063,0.0272,0.0021,0.0017
Zilean,Senna,26,235,3.24,2.72,0.5152,0.4848,0.441,0.48,0.5012,0.4988,0.5211,0.5275,0.0313,0.1282,0.0063,0.2869
Galio,Vel'Koz,3,161,2.34,2.36,0.4282,0.5718,0.427,0.446,0.4877,0.5123,0.4798,0.4896,0.0372,0.0151,0.0388,0.0012
Lux,Senna,99,235,2.57,2.67,0.5525,0.4475,0.465,0.483,0.4894,0.5106,0.4834,0.5275,0.041,0.1282,0.0037,0.2869
Rakan,Yuumi,497,350,2.96,4.02,0.4227,0.5773,0.396,0.435,0.5228,0.4772,0.5,0.4703,0.028,0.0658,0.0017,0.0199
Zyra,Swain,143,50,1.95,2.22,0.4543,0.5457,0.42,0.456,0.4899,0.5101,0.5229,0.4792,0.0265,0.0193,0.0031,0.0096
Zac,Pyke,154,555,2.6,2.24,0.4926,0.5074,0.469,0.469,0.4912,0.5088,0.5024,0.4923,0.0087,0.0666,0.0074,0.0406
Swain,Pyke,50,555,2.12,2.18,0.4345,0.5655,0.48,0.455,0.4894,0.5106,0.4792,0.4923,0.0193,0.0666,0.0096,0.0406
Janna,Xerath,40,101,2.67,2.48,0.3991,0.6009,0.387,0.442,0.5101,0.4899,0.5141,0.4949,0.0272,0.0765,0.0017,0.0488
